estate_seed,rfc,es_proveedor,es_cliente,categoria,num_facturas,monto_total_facturado,monto_promedio_factura,monto_max_factura,monto_std_factura,pct_facturas_ppd,num_formas_pago_distintas,tiene_contrato,num_contratos,tiene_orden_compra,num_ordenes_compra,pct_po_mismo_requester_approver,pct_po_justo_bajo_umbral_50k,en_lista_69b,es_69b_definitivo,dias_antiguedad_al_facturar,num_transferencias_recibidas,monto_total_transferido,pct_facturas_sin_pago_rastreable,pct_concepto_generico,clabe_identica_a_empleado,misma_institucion_bancaria_que_empleado,monto_total_en_ledger,num_facturas_venta,monto_total_venta,monto_promedio_venta,pct_facturas_venta_sin_cobro,dias_a_cierre_periodo_venta,scheme_type,es_fraude,situacion_sat
1,FSW261123BNU,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,310578.41,310578.41,0.0,15.0,no_esquema,0,no_listado
1,FYB140606O4K,1,0,Seguridad,8,556800.0,69600.0,69600.0,0.0,0.0,5,1,1,0,0,0.0,0.0,0,0,1249.0,7,487200.0,0.0,0.0,0,0,556800.0,0,0.0,0.0,0.0,,no_esquema,0,no_listado
1,HKI260528T50,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,62774.86,62774.86,0.0,239.0,no_esquema,0,no_listado
1,HKT070421NTT,1,0,Papeleria,5,400699.24,80139.85,160922.79,46563.63,0.2,3,0,0,1,5,1.0,0.0,0,0,138.0,3,220696.21,0.4,0.0,0,0,400699.24,0,0.0,0.0,0.0,,kickback,1,no_listado
1,IEF1003067TO,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,204599.59,204599.59,0.0,101.0,no_esquema,0,no_listado
1,ILO020603LLA,1,0,Construccion,9,512864.41,56984.93,77470.14,11601.19,0.0,5,1,1,1,9,0.0,0.0,0,0,48.0,8,459780.05,0.1111,0.0,0,0,512864.41,0,0.0,0.0,0.0,,no_esquema,0,no_listado
1,IUD081203IF2,1,0,Seguridad,8,544577.26,68072.16,154940.43,42194.03,0.75,4,1,1,1,8,0.0,0.125,0,0,1576.0,4,207633.32,0.5,0.0,0,0,544577.26,0,0.0,0.0,0.0,,no_esquema,0,no_listado
1,JSQ160920812,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,115278.25,115278.25,0.0,94.0,no_esquema,0,no_listado
1,KBN020728JIV,1,0,Mantenimiento,8,714491.05,89311.38,161055.24,50778.25,0.625,3,1,1,1,8,0.125,0.0,0,0,206.0,8,714491.05,0.0,0.0,0,0,714491.05,0,0.0,0.0,0.0,,no_esquema,0,no_listado
1,KSM070625DOS,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,119178.91,119178.91,0.0,64.0,no_esquema,0,no_listado
1,KTO03050784W,1,0,Construccion,8,671717.31,83964.66,160382.1,47367.48,0.375,5,1,1,1,8,0.125,0.125,0,0,1733.0,7,654285.41,0.125,0.0,0,0,671717.31,0,0.0,0.0,0.0,,no_esquema,0,no_listado
1,KVX181110UF4,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,256390.66,256390.66,0.0,156.0,no_esquema,0,no_listado
1,MIN080611587,1,0,Consultoria,5,552491.43,110498.29,163411.32,31375.86,0.8,4,0,0,0,0,0.0,0.0,1,1,1732.0,5,552491.43,0.0,1.0,0,0,552491.43,0,0.0,0.0,0.0,,phantom_vendor,1,definitivo
1,NER110804JUE,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,61817.76,61817.76,0.0,67.0,no_esquema,0,no_listado
1,OSA001120PQN,1,0,Consultoria,9,722266.67,80251.85,135737.31,46609.19,0.4444,4,1,1,1,9,0.1111,0.0,0,0,243.0,7,480920.45,0.0,0.0,0,0,722266.67,0,0.0,0.0,0.0,,no_esquema,0,no_listado
1,OTQ131223TK2,1,0,Mantenimiento,5,295506.03,59101.21,120686.47,43882.16,0.4,3,0,0,1,2,0.5,0.0,0,0,394.0,4,277763.06,0.2,0.0,0,0,295506.03,0,0.0,0.0,0.0,,no_esquema,0,no_listado
1,PCY251014F48,1,0,Construccion,1,1057586.58,1057586.58,1057586.58,0.0,0.0,1,1,1,0,0,0.0,0.0,0,0,431.0,1,1057586.58,0.0,0.0,0,0,1057586.58,0,0.0,0.0,0.0,,round_tripping,1,no_listado
1,PIO090323LG4,1,0,Transporte,4,240033.57,60008.39,81982.91,25486.39,1.0,3,0,0,1,3,0.3333,0.0,0,0,2044.0,4,240033.57,0.0,0.0,0,0,240033.57,0,0.0,0.0,0.0,,no_esquema,0,no_listado
1,PXN041006M6Y,1,0,Limpieza,8,44862.47,5607.81,6668.49,1083.95,0.0,1,0,0,0,0,0.0,0.0,0,0,2428.0,8,44862.47,0.0,0.0,0,0,44862.47,0,0.0,0.0,0.0,,no_esquema,0,no_listado
1,QLZ161126XVH,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,68219.82,68219.82,0.0,195.0,no_esquema,0,no_listado
1,RZX260325VJY,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,58127.61,58127.61,0.0,131.0,no_esquema,0,no_listado
1,SER221205K3J,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,58664.66,58664.66,0.0,208.0,no_esquema,0,no_listado
1,SES040309RZZ,1,0,Mantenimiento,6,506901.25,84483.54,171205.93,62589.59,0.3333,5,0,0,1,2,0.5,0.0,0,0,308.0,5,489402.88,0.1667,0.0,0,0,506901.25,0,0.0,0.0,0.0,,no_esquema,0,no_listado
1,SPG1010058K0,1,0,Consultoria,5,183874.05,36774.81,45073.62,6958.61,0.0,2,1,1,0,0,0.0,0.0,1,0,2588.0,5,183874.05,0.0,0.0,0,0,183874.05,0,0.0,0.0,0.0,,no_esquema,0,presunto
1,SSE110713MV2,1,0,Tecnologia,6,559580.18,93263.36,151923.65,43240.1,0.3333,4,1,1,1,4,0.5,0.0,1,0,1498.0,5,407656.53,0.1667,0.0,0,0,559580.18,0,0.0,0.0,0.0,,no_esquema,0,presunto
1,UKX1806183U5,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,58989.0,58989.0,0.0,66.0,no_esquema,0,no_listado
1,ULF160410TT9,1,0,Consultoria,8,497230.32,62153.79,143156.78,42587.22,0.375,4,1,1,1,8,0.125,0.0,0,0,691.0,8,497230.32,0.0,0.0,0,0,497230.32,0,0.0,0.0,0.0,,no_esquema,0,no_listado
1,ULT251027OOE,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,178485.41,178485.41,0.0,32.0,no_esquema,0,no_listado
1,VJP240526TH3,1,0,Mantenimiento,1,9860.0,9860.0,9860.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0,0,1142.0,1,9860.0,0.0,0.0,0,0,9860.0,0,0.0,0.0,0.0,,no_esquema,0,no_listado
1,WHB231108FEC,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,236517.33,236517.33,0.0,110.0,no_esquema,0,no_listado
1,WJU180711SLG,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,62317.58,62317.58,0.0,117.0,no_esquema,0,no_listado
1,XOI1308116GK,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,191801.35,191801.35,0.0,140.0,no_esquema,0,no_listado
1,XRX140319XDX,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,59148.52,59148.52,0.0,32.0,no_esquema,0,no_listado
1,XSP180520QLU,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,344773.44,344773.44,0.0,206.0,no_esquema,0,no_listado
1,YBK130112XX0,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,325324.15,325324.15,0.0,189.0,no_esquema,0,no_listado
1,YGB021017681,1,0,Consultoria,6,300550.15,50091.69,58116.58,5976.59,0.0,3,1,1,0,0,0.0,0.0,0,0,2200.0,5,256962.11,0.1667,0.0,0,0,300550.15,0,0.0,0.0,0.0,,no_esquema,0,no_listado
1,YXU040217XT1,1,0,Publicidad,9,505368.65,56152.07,154327.63,40934.49,0.6667,5,0,0,1,5,0.0,0.2,0,0,1147.0,8,423521.32,0.1111,0.0,0,0,505368.65,0,0.0,0.0,0.0,,no_esquema,0,no_listado
1,YYF261009LB9,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,78335.29,78335.29,0.0,227.0,no_esquema,0,no_listado
1,ZBG071014KH2,1,0,Papeleria,6,481763.83,80293.97,151738.92,47636.16,0.3333,5,1,1,1,6,0.0,0.0,0,0,238.0,3,144432.43,0.5,0.0,0,0,481763.83,0,0.0,0.0,0.0,,no_esquema,0,no_listado
1,ZTC070401PZE,1,0,Transporte,3,349262.3,116420.77,141268.41,20314.47,0.3333,3,1,1,1,3,0.0,0.0,0,0,2342.0,3,349262.3,0.0,0.0,0,0,349262.3,0,0.0,0.0,0.0,,no_esquema,0,no_listado
1,ZZG141105GG1,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,60584.17,60584.17,0.0,229.0,no_esquema,0,no_listado
2,ABS091110DJ7,1,0,Seguridad,8,556800.0,69600.0,69600.0,0.0,0.0,4,1,1,0,0,0.0,0.0,0,0,1249.0,8,556800.0,0.0,0.0,0,0,556800.0,0,0.0,0.0,0.0,,no_esquema,0,no_listado
2,AIM160526CH0,1,0,Tecnologia,4,441406.53,110351.63,170995.77,52993.59,0.5,3,1,1,1,3,0.0,0.0,1,0,799.0,4,441406.53,0.0,0.0,0,0,441406.53,0,0.0,0.0,0.0,,no_esquema,0,presunto
2,AYN030413V4G,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,180620.33,180620.33,0.0,178.0,no_esquema,0,no_listado
2,BGF0204065V5,1,0,Mantenimiento,6,47487.34,7914.56,9887.24,2302.64,0.3333,4,1,1,1,6,1.0,0.0,0,0,1621.0,6,47487.34,0.0,0.0,0,0,47487.34,0,0.0,0.0,0.0,,no_esquema,0,no_listado
2,BML26021053K,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,240767.05,240767.05,0.0,46.0,no_esquema,0,no_listado
2,CCP211222O0R,1,0,Mantenimiento,10,476906.62,47690.66,48868.72,837.65,0.7,5,0,0,1,10,1.0,1.0,0,0,245.0,9,428185.47,0.0,1.0,0,0,476906.62,0,0.0,0.0,0.0,,threshold_splitting,1,no_listado
2,CMR260806UYI,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,62652.56,62652.56,0.0,43.0,no_esquema,0,no_listado
2,CZC211102ISY,1,0,Logistica,8,706602.12,88325.26,162226.96,53364.81,0.5,4,1,1,1,8,0.0,0.0,0,0,1251.0,8,706602.12,0.0,0.0,0,0,706602.12,0,0.0,0.0,0.0,,no_esquema,0,no_listado
2,DCN090711R8M,1,0,Consultoria,1,1128173.94,1128173.94,1128173.94,0.0,1.0,1,0,0,0,0,0.0,0.0,0,0,71.0,1,1128173.94,0.0,0.0,0,0,1128173.94,0,0.0,0.0,0.0,,round_tripping,1,no_listado
2,EED1306245R1,1,0,Papeleria,5,480738.14,96147.63,172902.51,55172.79,0.6,4,1,1,1,1,0.0,0.0,0,0,2128.0,4,336607.61,0.2,0.0,0,0,480738.14,0,0.0,0.0,0.0,,no_esquema,0,no_listado
2,EGA0408245BP,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,287526.4,287526.4,0.0,31.0,no_esquema,0,no_listado
2,ENP180618E1V,1,0,Construccion,4,285373.36,71343.34,99375.53,21386.74,0.25,3,0,0,1,4,1.0,0.25,0,0,122.0,4,285373.36,0.0,0.0,0,0,285373.36,0,0.0,0.0,0.0,,kickback,1,no_listado
2,FMF191025T0U,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,255269.89,255269.89,0.0,201.0,no_esquema,0,no_listado
2,GAC160608H12,1,0,Papeleria,4,54219.07,13554.77,16501.8,1982.83,0.0,2,1,1,0,0,0.0,0.0,0,0,2137.0,4,54219.07,0.0,0.0,0,0,54219.07,0,0.0,0.0,0.0,,no_esquema,0,no_listado
2,GGW060211CPV,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,340063.42,340063.42,0.0,230.0,no_esquema,0,no_listado
2,GRO060516EJ5,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,59238.91,59238.91,0.0,227.0,no_esquema,0,no_listado
2,HPU200403I9F,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,118733.18,118733.18,0.0,147.0,no_esquema,0,no_listado
2,HVD140411OFT,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,58436.01,58436.01,0.0,227.0,no_esquema,0,no_listado
2,ICW120522YYZ,1,0,Limpieza,8,40516.3,5064.54,6759.13,1073.41,0.0,1,0,0,0,0,0.0,0.0,0,0,2446.0,8,40516.3,0.0,0.0,0,0,40516.3,0,0.0,0.0,0.0,,no_esquema,0,no_listado
2,IIV1410082C6,1,0,Transporte,4,231755.34,57938.84,68496.92,6757.58,0.75,3,0,0,1,3,0.3333,0.3333,0,0,2359.0,3,175826.79,0.25,0.0,0,1,231755.34,0,0.0,0.0,0.0,,no_esquema,0,no_listado
2,IQG060515LMY,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,5,1147912.97,229582.59,0.6,0.0,revenue_inflation,1,no_listado
2,ISV241223930,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,99179.77,99179.77,0.0,133.0,no_esquema,0,no_listado
2,JPU0408238TE,1,0,Tecnologia,7,492838.83,70405.55,123870.41,37678.79,0.1429,4,1,1,1,7,0.0,0.0,0,0,1292.0,7,492838.83,0.0,0.0,0,0,492838.83,0,0.0,0.0,0.0,,no_esquema,0,no_listado
2,JST071119EA8,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,343258.93,343258.93,0.0,63.0,no_esquema,0,no_listado
2,KCJ090403EV6,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,269065.13,269065.13,0.0,118.0,no_esquema,0,no_listado
2,KEC1210224N8,1,0,Logistica,4,332200.25,83050.06,107734.19,19295.92,0.5,3,1,1,1,1,0.0,0.0,0,0,698.0,3,236147.18,0.25,0.0,0,0,332200.25,0,0.0,0.0,0.0,,no_esquema,0,no_listado
2,KFO101010URJ,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,233639.49,233639.49,0.0,57.0,no_esquema,0,no_listado
2,KOI160801FWL,1,0,Publicidad,8,601430.39,75178.8,103981.3,29121.21,0.625,4,0,0,1,3,0.0,0.0,0,0,917.0,7,583575.76,0.125,0.0,0,0,601430.39,0,0.0,0.0,0.0,,no_esquema,0,no_listado
2,LUN211122CKX,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,318909.24,318909.24,0.0,63.0,no_esquema,0,no_listado
2,LUU260621JFR,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,302054.92,302054.92,0.0,83.0,no_esquema,0,no_listado
2,MLP090303Q43,1,0,Construccion,9,556431.35,61825.71,74447.9,11191.56,0.0,4,1,1,1,9,0.0,0.0,0,0,116.0,7,438961.21,0.1111,0.0,0,0,556431.35,0,0.0,0.0,0.0,,no_esquema,0,no_listado
2,MYJ251007ZEM,1,0,Transporte,10,454086.11,45408.61,48678.8,1802.63,0.0,5,1,1,1,10,0.0,0.5,0,0,1712.0,9,405407.31,0.1,0.0,0,0,454086.11,0,0.0,0.0,0.0,,no_esquema,0,no_listado
2,MZX1005246UZ,1,0,Papeleria,3,277609.88,92536.63,172893.0,56822.68,1.0,2,1,1,1,3,0.0,0.0,0,0,1431.0,1,51754.54,0.6667,0.0,0,0,277609.88,0,0.0,0.0,0.0,,no_esquema,0,no_listado
2,NPM241203F53,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,304888.73,304888.73,0.0,119.0,no_esquema,0,no_listado
2,NUP140419EAS,1,0,Mantenimiento,7,468804.73,66972.1,165018.6,55384.93,0.2857,4,1,1,1,7,0.0,0.0,0,0,203.0,6,443194.39,0.1429,0.0,0,0,468804.73,0,0.0,0.0,0.0,,no_esquema,0,no_listado
2,OIJF901201JJ1,1,0,Consultoria,5,185108.92,37021.78,45558.93,7387.79,0.0,4,1,1,0,0,0.0,0.0,1,0,2599.0,5,185108.92,0.0,0.0,0,0,185108.92,0,0.0,0.0,0.0,,no_esquema,0,presunto
2,OSE031117LEZ,1,0,Seguridad,5,478285.94,95657.19,149580.69,52994.53,0.6,3,1,1,1,5,0.0,0.2,0,0,2538.0,4,328705.25,0.2,0.0,0,0,478285.94,0,0.0,0.0,0.0,,no_esquema,0,no_listado
2,OYI040617HVZ,1,0,Consultoria,6,307764.62,51294.1,88400.79,29360.34,0.6667,4,0,0,1,5,0.2,0.0,0,0,2385.0,4,200783.4,0.1667,0.0,0,0,307764.62,0,0.0,0.0,0.0,,no_esquema,0,no_listado
2,PBJ120503E4I,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,95823.62,95823.62,0.0,194.0,no_esquema,0,no_listado
2,PPC170525P4F,1,0,Mantenimiento,1,9860.0,9860.0,9860.0,0.0,0.0,1,0,0,0,0,0.0,0.0,0,0,1125.0,1,9860.0,0.0,0.0,0,0,9860.0,0,0.0,0.0,0.0,,no_esquema,0,no_listado
2,QIR18020178J,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,131656.62,131656.62,0.0,156.0,no_esquema,0,no_listado
2,RCD070820GE7,1,0,Consultoria,3,134855.74,44951.91,63220.72,18292.69,0.3333,3,1,1,1,2,0.0,0.0,0,0,248.0,3,134855.74,0.0,0.0,0,0,134855.74,0,0.0,0.0,0.0,,no_esquema,0,no_listado
2,RSF080509JB0,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,58675.28,58675.28,0.0,208.0,no_esquema,0,no_listado
2,TMR090821JXU,1,0,Logistica,9,909628.3,101069.81,168854.17,53444.85,0.4444,4,1,1,1,9,0.1111,0.0,0,0,515.0,7,752807.93,0.2222,0.0,0,0,909628.3,0,0.0,0.0,0.0,,no_esquema,0,no_listado
2,UAL191112OQA,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,153236.66,153236.66,0.0,226.0,no_esquema,0,no_listado
2,VAHM930716DVA,1,0,Consultoria,5,499802.71,99960.54,139427.46,41522.35,0.6,3,0,0,0,0,0.0,0.0,1,1,1368.0,4,480049.85,0.2,1.0,0,0,499802.71,0,0.0,0.0,0.0,,phantom_vendor,1,definitivo
2,VAN1611213IT,0,1,cliente,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0,0,,0,0.0,0.0,0.0,0,0,0.0,1,240727.9,240727.9,0.0,156.0,no_esquema,0,no_listado
2,VVI030108Q23,1,0,Consultoria,6,360313.55,60052.26,62725.87,2504.59,0.0,3,1,1,0,0,0.0,0.0,0,0,2186.0,6,360313.55,0.0,0.0,0,0,360313.55,0,0.0,0.0,0.0,,no_esquema,0,no_listado
2,VZM110411WEV,1,0,Seguridad,4,303085.71,75771.43,143729.08,54810.72,0.25,4,0,0,1,1,0.0,0.0,0,0,1903.0,4,303085.71,0.0,0.0,0,0,303085.71,0,0.0,0.0,0.0,,no_esquema,0,no_listado
2,WSE210628DP9,1,0,Limpieza,6,541002.0,90167.0,137587.9,33116.21,0.1667,3,1,1,1,1,0.0,0.0,1,0,2085.0,4,344037.33,0.3333,0.0,0,0,541002.0,0,0.0,0.0,0.0,,no_esquema,0,presunto
